place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
Warung Putu - Lovina Beach,Buleleng District,https://www.tripadvisor.com/Restaurant_Review-g1372806-d7121990-Reviews-Warung_Putu_Lovina_Beach-Buleleng_District_Buleleng_Regency_Bali.html#REVIEWS,57,Low,"Indonesian, Asian",Cheap Eats,Cheap,20.5 mi,Local fare with flair,Excellent fish soap,"{'lat': -8.1440339, 'lng': 115.0486748}",4.8,"V24X+9FM, Jl. Kubu Cembong, Tukadmungga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia","Buleleng, Buleleng"
Mai-Mai Restaurant Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d10461449-Reviews-Mai_Mai_Restaurant_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,81,Low,"Asian, Indonesian",Cheap Eats,Cheap,19.5 mi,Amazing lunch!,Cold beer and yummy food!,"{'lat': -8.6861832, 'lng': 115.1567306}",4.6,"8574+GMC, Jl Kayu Aya, Seminyak, Kuta Utara, Seminyak, Kec. Kuta, Kabupaten Badung, Bali, Indonesia","Kuta Utara, Badung"
Yogurt Republic Dhyana Pura,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d17395562-Reviews-Yogurt_Republic_Dhyana_Pura-Seminyak_Kuta_District_Bali.html#REVIEWS,35,Low,"Dessert, Italian",Cheap Eats,Cheap,19.8 mi,Awesome!,Best gelato ever!,"{'lat': -8.6909112, 'lng': 115.1649828}",4.8,"Gosha Plaza, Jl. Camplung Tanduk No.9, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Wardani - Denpasar,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d3973988-Reviews-Warung_Wardani_Denpasar-Denpasar_Bali.html#REVIEWS,173,Low,"Asian, Indonesian",Cheap Eats,Cheap,17.1 mi,Old school rumah makan,Go to food at airport,"{'lat': -8.6510946, 'lng': 115.2158839}",4.4,"Jl. Yudistira No.2, Dangin Puri Kauh, Kec. Denpasar Utara, Kota Denpasar, Bali 80232, Indonesia","Denpasar Utara, Denpasar"
Papila's Coffee House Klungkung,Klungkung,https://www.tripadvisor.com/Restaurant_Review-g1953908-d12157952-Reviews-Papila_s_Coffee_House_Klungkung-Klungkung_Bali.html#REVIEWS,53,Low,"Cafe, Southwestern",Cheap Eats,Cheap,16.7 mi,Excellent service and foods,Lovely place,"{'lat': -8.6739806, 'lng': 115.5504927}",4.2,"Jl. Nusa Indah No.53, Kutampi Kaler, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Cempaka Cafe and Homestay,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d12245477-Reviews-Cempaka_Cafe_and_Homestay-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,88,Low,"American, European",Cheap Eats,Cheap,28.7 mi,Very tasteful local food.,The Best Food,"{'lat': -8.8118532, 'lng': 115.1053696}",4.5,"Jl. Labuansait No.69, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Kelly's Warung,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d4829708-Reviews-Kelly_s_Warung-Kuta_Kuta_District_Bali.html#REVIEWS,228,Average,"Bar, Cafe",Cheap Eats,Cheap,28.3 mi,Like I Always Remember Kelly,Perfect sunset location,"{'lat': -8.8054316, 'lng': 115.1137036}",4.4,"54V7+RFX, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia","Kuta Selatan, Badung"
Warung In Salt,Ungasan,https://www.tripadvisor.com/Restaurant_Review-g1219108-d3369266-Reviews-Warung_In_Salt-Ungasan_Bukit_Peninsula_Bali.html#REVIEWS,147,Low,"Bar, International",Cheap Eats,Cheap,28.5 mi,"Great atmosphere, wide variety and good...",Nice burger,"{'lat': -8.8158938, 'lng': 115.1534527}",4.2,"Jl. Pantai Balangan, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Warung Sripadi,Tampaksiring,https://www.tripadvisor.com/Restaurant_Review-g1025505-d14062269-Reviews-Warung_Sripadi-Tampaksiring_Gianyar_Regency_Bali.html#REVIEWS,36,Low,"Asian, Indonesian",Cheap Eats,Cheap,8.5 mi,A typical balinese vegan meal,Best food in Bali (I'm a meatlover),"{'lat': -8.4176015, 'lng': 115.3133824}",4.8,"Jl. Tirta Empul, Manukaya, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552, Indonesia","Tampaksiring, Gianyar"
Kopitoko Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d15190821-Reviews-Kopitoko_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,47,Low,"Coffee & Tea, International",Cheap Eats,Cheap,19.5 mi,Super breakfast and coffee,Great little place with a great coffee...,"{'lat': -8.6867117, 'lng': 115.1650074}",4.8,"Jl. Drupadi No.6, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Ibus Sea View Warung,Bunutan,https://www.tripadvisor.com/Restaurant_Review-g2528747-d19602665-Reviews-Ibus_Sea_View_Warung-Bunutan_Amed_Abang_Karangasem_Bali.html#REVIEWS,26,Low,"European, Indonesian",Cheap Eats,Cheap,35.0 mi,Make this your lunch stop and you will...,Food Highlight of our East Bali Trip,"{'lat': -8.3621004, 'lng': 115.6987612}",4.9,"Br. Banyuning, JMQX+5G2 Ibus, Ibus, Br. Banyuning Jl. Raya Amed, Bunutan, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
Kopi Zeen,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d13288558-Reviews-Kopi_Zeen-Kuta_Kuta_District_Bali.html#REVIEWS,27,Low,African,Cheap Eats,Cheap,21.1 mi,cozy place,Cozy!,"{'lat': -8.711724, 'lng': 115.179857}",4.8,"Komplek Pertokoan Central Park, Jl. Patih Jelantik, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Kubu Nesa,Kedonganan,https://www.tripadvisor.com/Restaurant_Review-g3561989-d16706304-Reviews-Warung_Kubu_Nesa-Kedonganan_Jimbaran_South_Kuta_Bali.html#REVIEWS,42,Low,International,Cheap Eats,Cheap,24.9 mi,Good food and excellent host,a nice place before take off BALI,"{'lat': -8.7654338, 'lng': 115.1786719}",4.9,"Jl. Bypass Ngurah Rai No.63, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Titi Sedana Warung,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d2337214-Reviews-Titi_Sedana_Warung-Amed_Abang_Karangasem_Bali.html#REVIEWS,219,Average,"Indonesian, Asian",Cheap Eats,Cheap,33.0 mi,Delicious food with a view to die for,Still an amazing Warung after 8 years...,"{'lat': -8.3424666, 'lng': 115.6675427}",4.3,"Bunutan, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
Warung Melasti,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d15296316-Reviews-Warung_Melasti-Amed_Abang_Karangasem_Bali.html#REVIEWS,34,Low,"International, Asian",Cheap Eats,Cheap,30.7 mi,Superb!,Wonderful Bali Kitchen,"{'lat': -8.3350396, 'lng': 115.6326314}",4.7,"Amed Bali, Jl. Melasti, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
Warung Bunana,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d2306075-Reviews-Warung_Bunana-Seminyak_Kuta_District_Bali.html#REVIEWS,146,Low,"Indian, Indonesian",Cheap Eats,Cheap,19.2 mi,Great Cheap Tasty Indian Inspired Eats in...,Bali Warung,"{'lat': -8.6821663, 'lng': 115.1655656}",4.3,"Jl. Sunset Road No.28, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Warung Get Lucky,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d12850763-Reviews-Warung_Get_Lucky-Denpasar_Bali.html#REVIEWS,66,Low,"Brew Pub, Asian",Cheap Eats,Cheap,21.5 mi,"Nice people, nice food and nice price.",Absolutely beautiful,"{'lat': -8.7080527, 'lng': 115.2611735}",4.7,"Jl. Kusuma Sari, semawang, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Bumbu Asli,Sukawati,https://www.tripadvisor.com/Restaurant_Review-g2646686-d12094598-Reviews-Bumbu_Asli-Sukawati_Gianyar_Regency_Bali.html#REVIEWS,45,Low,"Seafood, Indonesian",Cheap Eats,Cheap,13.7 mi,Very good food,Good lunch for European families with...,"{'lat': -8.576208099999999, 'lng': 115.2890334}",4.6,"Jl. Ir. Sutami, Tempat Wisata Air Terjun Tegenungan, Kemenuh, Kec. Sukawati, Kabupaten Gianyar, Bali 80581, Indonesia","Sukawati, Gianyar"
Pekandelan Warung,Kemenuh,https://www.tripadvisor.com/Restaurant_Review-g3198469-d11778687-Reviews-Pekandelan_Warung-Kemenuh_Sukawati_Gianyar_Regency_Bali.html#REVIEWS,81,Low,"European, Asian",Cheap Eats,Cheap,13.5 mi,Tasty Food,Yum Yum Yum!,"{'lat': -8.575357499999999, 'lng': 115.2877152}",4.6,"Tegenungan Waterfall, Kemenuh, Sukawati, Gianyar Regency, Bali 80361, Indonesia","Sukawati, Gianyar"
Lakawi Bali,Pemuteran,https://www.tripadvisor.com/Restaurant_Review-g608493-d24192560-Reviews-Lakawi_Bali-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html#REVIEWS,30,Low,"American, European",Cheap Eats,Cheap,40.8 mi,ENAK. Delicious,Best Burgers in Bali… and Coconut ice...,"{'lat': -8.145541999999999, 'lng': 114.6541913}",4.9,"Jalan raya Seririt - Gilimanuk, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia","Gerokgak, Buleleng"
Warung Jonny,Bunutan,https://www.tripadvisor.com/Restaurant_Review-g2528747-d12932382-Reviews-Warung_Jonny-Bunutan_Amed_Abang_Karangasem_Bali.html#REVIEWS,54,Low,"International, Indonesian",Cheap Eats,Cheap,33.9 mi,Good pick in the area - great grilled...,Delicious!,"{'lat': -8.3476458, 'lng': 115.6802547}",4.8,"Jl. Raya Lipah, Bunutan, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
The Spell Creperie,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12190719-Reviews-The_Spell_Creperie-Ubud_Gianyar_Regency_Bali.html#REVIEWS,215,Average,"French, European",Cheap Eats,Cheap,8.8 mi,Nice concept. Could do with more flavour,Sit upstairs,"{'lat': -8.5092445, 'lng': 115.2642999}",4.2,"Jl. Gootama, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Tippo's Bali,Lodtunduh,https://www.tripadvisor.com/Restaurant_Review-g3388764-d17637217-Reviews-Tippo_s_Bali-Lodtunduh_Ubud_Gianyar_Regency_Bali.html#REVIEWS,50,Low,"American, Australian",Cheap Eats,Cheap,10.9 mi,Tippos has it all,Wonderful and charming!,"{'lat': -8.5452455, 'lng': 115.2621838}",4.6,"Tippo’s, Jl. A.A. Gede Rai No.555, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Bisma Corner,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d15216525-Reviews-Bisma_Corner-Ubud_Gianyar_Regency_Bali.html#REVIEWS,48,Low,"Italian, Chinese",Cheap Eats,Cheap,8.4 mi,❤️ Lovely family restaurant ❤️,Great place,"{'lat': -8.5055921, 'lng': 115.2590325}",4.5,"Ubud Main Road, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Budi Ayu,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d12079233-Reviews-Warung_Budi_Ayu-Candidasa_Karangasem_Bali.html#REVIEWS,32,Low,"Indonesian, Asian",Cheap Eats,Cheap,26.3 mi,💎💎,A have to go!,"{'lat': -8.505498, 'lng': 115.5597139}",4.9,"Jl. Raya Candidasa, Nyuh Tebel, Kec. Manggis, Kabupaten Karangasem, Bali, Indonesia","Manggis, Karangasem"
Pepito Deli Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d11946331-Reviews-Pepito_Deli_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,81,Low,"Cafe, International",Cheap Eats,Cheap,9.6 mi,Very fair price,Best place,"{'lat': -8.5328868, 'lng': 115.2437828}",4.5,"F68V+RFX, Jl. Raya Tebongkang, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
The Bare Bottle Kuta,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d17423769-Reviews-The_Bare_Bottle_Kuta-Kuta_Kuta_District_Bali.html#REVIEWS,43,Low,"Cafe, Australian",Cheap Eats,Cheap,22.0 mi,Best breakfast,The best coffee in Sanur maybe Bali,"{'lat': -8.723775, 'lng': 115.1711865}",4.6,"Jl. Bakung Sari Pertokoan, Jl. Raya Kuta No.D28, Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Warung Rakuen Asia,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d3778575-Reviews-Warung_Rakuen_Asia-Kerobokan_North_Kuta_Bali.html#REVIEWS,131,Low,"Japanese, Asian",Cheap Eats,Cheap,19.2 mi,Best TomYam in Bali❤️,Nice food from different country of Asia,"{'lat': -8.68191, 'lng': 115.1672808}",4.5,"Jl. Mertanadi No.13, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Nyoman,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d4240825-Reviews-Warung_Nyoman-Nusa_Lembongan_Bali.html#REVIEWS,97,Low,"Indonesian, Seafood",Cheap Eats,Cheap,25.5 mi,Amazing fresh fish barbeque,Fresh seafood Indo Style,"{'lat': -8.1574257, 'lng': 115.0288973}",4.9,"R2VH+2HC, Kalibubuk Lovina, Jl. Kartika, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81152, Indonesia","Buleleng, Buleleng"
Warung Bho Bho Thai,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d3733737-Reviews-Warung_Bho_Bho_Thai-Kuta_Kuta_District_Bali.html#REVIEWS,152,Low,"Asian, Thai",Cheap Eats,Cheap,20.4 mi,Nice place to discover,Dinner,"{'lat': -8.7012784, 'lng': 115.1777619}",4.4,"Jl. Dewi Sri I No.8, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Dod's Burger Kuta Square,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d13385102-Reviews-Dod_s_Burger_Kuta_Square-Kuta_Kuta_District_Bali.html#REVIEWS,82,Low,Fast Food,Cheap Eats,Cheap,22.1 mi,Absolutely phenomenal,Fresh and delicious,"{'lat': -8.7240687, 'lng': 115.1709672}",4.4,"Kuta Square, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Kafein Bali,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d6019456-Reviews-Kafein_Bali-Jimbaran_South_Kuta_Bali.html#REVIEWS,129,Low,"Coffee & Tea, Cafe",Cheap Eats,Cheap,28.0 mi,"My best place here!
Lovely",Absolutely Loved!,"{'lat': -8.7008101, 'lng': 115.1698621}",4.6,"75X9+MWH, Jln Legian, Legian, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Fish & Co Samasta,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d12083190-Reviews-Fish_Co_Samasta-Jimbaran_South_Kuta_Bali.html#REVIEWS,177,Low,"American, Mediterranean",Cheap Eats,Cheap,26.3 mi,Fish&Co,Worth a visit,"{'lat': (None) , 'lng': (None)}",,"Jl. Wanagiri No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361","Kuta Selatan, Badung"
Rantang Mama,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d18854571-Reviews-Rantang_Mama-Kuta_Kuta_District_Bali.html#REVIEWS,49,Low,"Asian, Thai",Cheap Eats,Cheap,21.9 mi,Dinner time,Little gem,"{'lat': -8.7218051, 'lng': 115.1793977}",4.7,"Jl. Raya Kuta No.104, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Mad Pops Bali,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d11961000-Reviews-Mad_Pops_Bali-Denpasar_Bali.html#REVIEWS,115,Low,"American, Belgian",Cheap Eats,Cheap,19.4 mi,Best vegan ice cream!,cute pink ice cream shop,"{'lat': -8.650123599999999, 'lng': 115.1363449}",4.6,"Jl. Pantai Batu Bolong No.59A, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Warung Boga Samatra,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d13279781-Reviews-Warung_Boga_Samatra-Candidasa_Karangasem_Bali.html#REVIEWS,45,Low,"Asian, Indonesian",Cheap Eats,Cheap,25.7 mi,Great local food,Fantastic food. Great atmosphere,"{'lat': -8.5031269, 'lng': 115.5520628}",4.9,"FHW2+PRW, Jl. Mendira, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia","Manggis, Karangasem"
Warung Leka-Leka,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d12879167-Reviews-Warung_Leka_Leka-Seminyak_Kuta_District_Bali.html#REVIEWS,67,Low,"Italian, Pizza",Cheap Eats,Cheap,19.7 mi,"Despite being the only customer, they...",Will be back,"{'lat': -8.689605199999999, 'lng': 115.1624271}",4.5,"Jl. Drupadi No.9-80, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Puteri Minang,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d4813591-Reviews-Puteri_Minang-Ubud_Gianyar_Regency_Bali.html#REVIEWS,105,Low,"Asian, Indonesian",Cheap Eats,Cheap,8.9 mi,Welcome back,Spicy in delicious way,"{'lat': -8.508129, 'lng': 115.2651365}",0,"Jl. Raya Ubud No.77, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Madu Sedana,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d3735920-Reviews-Warung_Madu_Sedana-Sanur_Denpasar_Bali.html#REVIEWS,77,Low,"Indonesian, Asian",Cheap Eats,Cheap,19.9 mi,Hidden Gem,Nice place and good food,"{'lat': -8.6867172, 'lng': 115.2528067}",4.4,"Jl. Batur Sari No.25, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Boss Man Kuta,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d14991155-Reviews-Boss_Man_Kuta-Kuta_Kuta_District_Bali.html#REVIEWS,59,Low,"Fast Food, Diner",Cheap Eats,Cheap,21.6 mi,Boss of a Burger,Nice Bintang Stop,"{'lat': -8.6831131, 'lng': 115.1575084}",4.6,"Jalan Kayu Cendana No. 8B, Seminyak, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Coffee Cartel Legian,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d17511831-Reviews-Coffee_Cartel_Legian-Legian_Kuta_District_Bali.html#REVIEWS,40,Low,"Coffee & Tea, Cafe",Cheap Eats,Cheap,20.4 mi,"Great açaí bowls, eggs Benny and...",One of My Favorite Spots in Legian,"{'lat': -8.7004283, 'lng': 115.1692647}",4.4,"Jl. Werkudara No.8, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Utani Coffee,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d10332091-Reviews-Utani_Coffee-Amed_Abang_Karangasem_Bali.html#REVIEWS,77,Low,"Coffee & Tea, Cafe",Cheap Eats,Cheap,33.1 mi,Hooray nice espresso!,Excellent coffee!,"{'lat': (None) , 'lng': (None)}",,"MM49+CQP, Jl. Raya Amed, Bunutan, Kec. Abang, Kabupaten Karangasem, Bali 80852","Abang, Karangasem"
Babi Guling Karya Rebo,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d6844646-Reviews-Babi_Guling_Karya_Rebo-Jimbaran_South_Kuta_Bali.html#REVIEWS,105,Low,"Asian, Indonesian",Cheap Eats,Cheap,24.6 mi,DELICIOUS FRIED PORK,Delicious babi guling,"{'lat': -8.7607578, 'lng': 115.1761284}",4.3,"Jl. Toyaning No.1, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Teges,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d7020495-Reviews-Warung_Teges-Ubud_Gianyar_Regency_Bali.html#REVIEWS,66,Low,"Asian, Indonesian",Cheap Eats,Cheap,10.0 mi,BEST NASI CAMPUR.......,"good food, moderate pricing","{'lat': -8.5263139, 'lng': 115.2711984}",4.5,"Jalan Cok Rai Pudak,Peliatan,Ubud,Kabupaten Gianyar,Bali 80571, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Adrenalin Sports Bar,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d2668494-Reviews-Adrenalin_Sports_Bar-Seminyak_Kuta_District_Bali.html#REVIEWS,285,Average,"Bar, Pub",Cheap Eats,Cheap,19.4 mi,Just as described,NBA Live,"{'lat': -8.6838427, 'lng': 115.1560954}",4,"8584+FCP, Seminyak Square, Jl. Kayu Aya, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
XO Burger Bali,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d18849447-Reviews-XO_Burger_Bali-Jimbaran_South_Kuta_Bali.html#REVIEWS,33,Low,"American, Fast Food",Cheap Eats,Cheap,27.5 mi,Super tasty burger!,Awesome!,"{'lat': -8.8033313, 'lng': 115.1873796}",4.9,"Jl. Nuansa Timur Gg. No.8, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Koin cafe,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d13509250-Reviews-Koin_cafe-Canggu_North_Kuta_Bali.html#REVIEWS,61,Low,"Pizza, Asian",Cheap Eats,Cheap,15.6 mi,simple and good  - i like,Nice Quaint Cafe!,"{'lat': (None) , 'lng': (None)}",,"Jl. Raya Tumbakbayuh 1 No.13, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351","Mengwi, Badung"
Warung Candidasa Moka,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d12821273-Reviews-Warung_Candidasa_Moka-Candidasa_Karangasem_Bali.html#REVIEWS,54,Low,"American, European",Cheap Eats,Cheap,27.4 mi,Small but outstanding,Fabulous lunch,"{'lat': -8.5117089, 'lng': 115.5754344}",4.6,"FHQG+85F, Jl. Puri Bagus, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali, Indonesia","Manggis, Karangasem"
Bebek Uma Menuh,Kemenuh,https://www.tripadvisor.com/Restaurant_Review-g3198469-d19385310-Reviews-Bebek_Uma_Menuh-Kemenuh_Sukawati_Gianyar_Regency_Bali.html#REVIEWS,32,Low,"Asian, Grill",Cheap Eats,Cheap,13.2 mi,Great service and food!,Delicious lunch,"{'lat': -8.570474899999999, 'lng': 115.2864283}",5,"Jl. Ir. Sutami, Kemenuh, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia","Sukawati, Gianyar"
Warung JB (Jambangan Bali),Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d7944401-Reviews-Warung_JB_Jambangan_Bali-Ubud_Gianyar_Regency_Bali.html#REVIEWS,102,Low,"Barbecue, Asian",Cheap Eats,Cheap,6.8 mi,Great good and service,A very nice restaurant!,"{'lat': -8.4705549, 'lng': 115.264669}",4.8,"Jl Kelabang Moding No.713, Tegallalang, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Lais,Singaraja,https://www.tripadvisor.com/Restaurant_Review-g297699-d8693361-Reviews-Warung_Lais-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html#REVIEWS,109,Low,"Asian, Indonesian",Cheap Eats,Cheap,20.4 mi,"Beautiful location, great food",Wonderful Warung,"{'lat': -8.633376199999999, 'lng': 115.2172222}",4.5,"Jalan bedahulu utamano.26, Peguyangan, Kec. Denpasar Utara, Kota Denpasar, Bali 80322, Indonesia","Denpasar Utara, Denpasar"
Amed Paradise Warung,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d8684942-Reviews-Amed_Paradise_Warung-Amed_Abang_Karangasem_Bali.html#REVIEWS,56,Low,"Asian, Indonesian",Cheap Eats,Cheap,34.5 mi,"Excellent food, friendly staff and great...",Special restaurant,"{'lat': -8.3564314, 'lng': 115.6910526}",4.6,"JMVR+CCF, Jl. Raya Lipah, Bunutan, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
Warung Kartika Amed,Purwakerti,https://www.tripadvisor.com/Restaurant_Review-g15246319-d17779728-Reviews-Warung_Kartika_Amed-Purwakerti_Abang_Karangasem_Bali.html#REVIEWS,34,Low,"Italian, Asian",Cheap Eats,Cheap,31.7 mi,Kartika ❤️,Amazing and fresh!,"{'lat': -8.3355135, 'lng': 115.6469201}",4.8,"Jl. I Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
Pison Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d19056652-Reviews-Pison_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,158,Low,"International, Asian",Cheap Eats,Cheap,9.3 mi,Delicious and value for money,Two great visits one really dissatisfied,"{'lat': -8.518309, 'lng': 115.2636252}",4.5,"Jl. Hanoman No.10X, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
